,"('Chiken Snacks', 'Cold Drinks')","('Chiken Snacks', 'Hot Drinks')","('Snacks', 'Cold Drinks')","('Snacks', 'Hot Drinks')"
62,1.8403890241066585,1.6347094705366807,1.8403890241066585,1.6347094705366807
63,1.3232600625047577,1.5514642857142855,1.3232600625047577,1.5514642857142855
64,1.2726344699747298,1.421134132347316,1.2726344699747298,1.421134132347316
65,1.200007461901872,1.6453229159148322,1.200007461901872,1.6453229159148322
66,1.4140299180661438,1.5595604395604394,1.4140299180661438,1.5595604395604394
67,1.2864422663917705,1.4259587685481123,1.2864422663917705,1.4259587685481123
68,1.1898518159559273,1.7365777777777776,1.1898518159559273,1.7365777777777776
69,1.4037389079222826,1.6502570485440415,1.4037389079222826,1.6502570485440415
70,1.3386923558897244,1.3163304554161863,1.3386923558897244,1.3163304554161863
71,1.2223334794402727,2.213059354226021,1.2223334794402727,2.213059354226021
72,1.7140299180661436,2.14919925455212,1.7140299180661436,2.14919925455212
73,1.6497760467823492,2.020739973262032,1.6497760467823492,2.020739973262032
74,1.3924497929606623,2.0075006687800117,1.3924497929606623,2.0075006687800117
75,1.9145488323819408,1.94554090232234,1.9145488323819408,1.94554090232234
76,1.8326595569734745,1.8330801492151116,1.8326595569734745,1.8330801492151116
77,1.7592972060069674,2.012583163749831,1.7592972060069674,2.012583163749831
78,1.8937917827717812,1.94554090232234,1.8937917827717812,1.94554090232234
79,1.814580583507736,1.8330801492151116,1.814580583507736,1.8330801492151116
80,1.7512214797913948,2.0170555737940368,1.7512214797913948,2.0170555737940368
81,1.2838941319393762,1.9527230259192283,1.2838941319393762,1.9527230259192283
82,1.0061630750902273,1.8421339126559717,1.0061630750902273,1.8421339126559717
83,0.939456721829935,2.1136940673705378,0.939456721829935,2.1136940673705378
84,1.8316288416570448,2.048564935064935,1.8316288416570448,2.048564935064935
85,1.7592972060069674,1.7256844493116392,1.7592972060069674,1.7256844493116392
86,2.7626940993788818,1.3444789145094822,2.7626940993788818,1.3444789145094822
87,2.692770442219441,1.2375716717739191,2.692770442219441,1.2375716717739191
88,2.6338958584236583,1.1499550375469336,2.6338958584236583,1.1499550375469336
89,2.832124384236453,1.5368141841216398,2.832124384236453,1.5368141841216398
90,3.236595070422536,1.4791131737502037,3.236595070422536,1.4791131737502037
91,3.234638888888889,1.3948075153518242,3.234638888888889,1.3948075153518242
92,3.2318044217687074,1.5588275489785468,3.2318044217687074,1.5588275489785468
93,3.2356101398601402,1.4568461487361744,3.2356101398601402,1.4568461487361744
94,2.764993113292597,1.3621427835051547,2.764993113292597,1.3621427835051547
95,2.6888063036459564,1.758598716026602,2.6888063036459564,1.758598716026602
96,2.627979337304542,1.6896979966444072,2.627979337304542,1.6896979966444072
97,2.833894196106705,1.627773929342733,2.833894196106705,1.627773929342733
98,3.18937012987013,1.4998625541125539,3.18937012987013,1.4998625541125539
99,3.1692368421052635,1.4027780697563306,3.1692368421052635,1.4027780697563306
100,3.1495476190476186,1.3133224958120937,3.1495476190476186,1.3133224958120937
101,3.209892156862745,1.7219018915866742,3.209892156862745,1.7219018915866742
102,2.7677512267429973,1.6663650262780696,2.7677512267429973,1.6663650262780696
103,2.6886924736337487,1.600155245375742,2.6886924736337487,1.600155245375742
104,2.6282135627530367,2.4319922779922782,2.6282135627530367,2.4319922779922782
105,2.8348389292196012,2.390881970578173,2.8348389292196012,2.390881970578173
106,2.694426406926407,2.3581805896805896,2.694426406926407,2.3581805896805896
107,2.132664252626822,2.511009925281588,2.132664252626822,2.511009925281588
108,2.8889042575071984,1.7033099210870355,2.8889042575071984,1.7033099210870355
109,2.7550446428571425,1.642311759504863,2.7550446428571425,1.642311759504863
110,2.6864453363137573,1.5260970064418342,2.6864453363137573,1.5260970064418342
111,2.5962387084733107,1.5291510683567542,2.5962387084733107,1.5291510683567542
112,3.236595070422536,1.4572568144499178,3.236595070422536,1.4572568144499178
113,3.236595070422536,1.3537047650625236,3.236595070422536,1.3537047650625236
114,3.2356101398601402,1.5291510683567542,3.2356101398601402,1.5291510683567542
115,3.237593971631205,1.4572568144499178,3.237593971631205,1.4572568144499178
116,2.5853170188830252,1.3537047650625236,2.5853170188830252,1.3537047650625236
117,2.4424905175184826,1.538633050338736,2.4424905175184826,1.538633050338736
118,2.2894371472929342,1.4645913092234366,2.2894371472929342,1.4645913092234366
119,2.5944824760673497,1.358108711601646,2.5944824760673497,1.358108711601646
120,2.456527750083084,1.6186101267548043,2.456527750083084,1.6186101267548043
121,2.3090992926851106,1.5432172638955248,2.3090992926851106,1.5432172638955248
122,2.604007362945178,1.2395570865648924,2.604007362945178,1.2395570865648924
123,2.456527750083084,1.840057823129252,2.456527750083084,1.840057823129252
124,2.3074125965012606,1.7809799407703213,2.3074125965012606,1.7809799407703213
125,2.6129939586645468,1.687509574078191,2.6129939586645468,1.687509574078191
126,2.4706670493920813,1.6613476190476189,2.4706670493920813,1.6613476190476189
127,2.3163327172689225,1.6015526377736509,2.3163327172689225,1.6015526377736509
128,2.7510700854700856,1.5197863519918724,2.7510700854700856,1.5197863519918724
129,2.623069673438996,1.6658989703989704,2.623069673438996,1.6658989703989704
130,2.4783634202183866,1.6015526377736509,2.4783634202183866,1.6015526377736509
131,1.6008025585731294,1.5197863519918724,1.6008025585731294,1.5197863519918724
132,1.5193399159663863,1.6698705925265458,1.5193399159663863,1.6698705925265458
133,1.1777956521739132,1.6080491089024531,1.1777956521739132,1.6080491089024531
134,1.7421790767917529,1.528097385113171,1.7421790767917529,1.528097385113171
135,1.681858597285068,1.7546536050156738,1.681858597285068,1.7546536050156738
136,1.3485089477891887,1.6933468406593406,1.3485089477891887,1.6933468406593406
137,2.2143339967565967,1.4034099878062298,2.2143339967565967,1.4034099878062298
138,1.5332538069311208,1.259319866880108,1.5332538069311208,1.259319866880108
139,1.393657894736842,1.1714420449349794,1.393657894736842,1.1714420449349794
140,2.3557105149752204,1.0972696702976077,2.3557105149752204,1.0972696702976077
141,1.6914560152491187,1.3413683076285483,1.6914560152491187,1.3413683076285483
142,1.560872180451128,1.2853469843571603,1.560872180451128,1.2853469843571603
143,1.437909533639511,1.2138704361081725,1.437909533639511,1.2138704361081725
144,1.3487154334038054,1.4722041004003028,1.3487154334038054,1.4722041004003028
145,1.2742131044833662,1.3905422685554825,1.2742131044833662,1.3905422685554825
146,2.032447602762126,1.308475,2.032447602762126,1.308475
147,1.9445641245173677,1.5629525411487435,1.9445641245173677,1.5629525411487435
148,1.8724547886570357,1.4949775733179989,1.8724547886570357,1.4949775733179989
149,1.3633043013182398,1.4330807012697782,1.3633043013182398,1.4330807012697782
150,1.3050158709341897,1.4272615384615384,1.3050158709341897,1.4272615384615384
151,1.2259193879406645,1.3453284016492844,1.2259193879406645,1.3453284016492844
152,1.7255910174880764,1.2697574784051469,1.7255910174880764,1.2697574784051469
153,1.5693020594965676,1.5259682209682208,1.5693020594965676,1.5259682209682208
154,1.4701287401810876,1.472181060760008,1.4701287401810876,1.472181060760008
155,1.7208280058434855,1.405675202655401,1.7208280058434855,1.405675202655401
156,1.6262910685805425,2.787026355996944,1.6262910685805425,2.787026355996944
157,1.5063278388278392,2.7369073083778965,1.5063278388278392,2.7369073083778965
158,2.025591017488076,2.6979258268964146,2.025591017488076,2.6979258268964146
159,1.9332141142738104,2.8741995335029684,1.9332141142738104,2.8741995335029684
160,1.6731345029239766,1.883300466853408,1.6731345029239766,1.883300466853408
161,1.9804145020513,1.8045822784810128,1.9804145020513,1.8045822784810128
162,1.8823932853717025,1.6487085966775503,1.8823932853717025,1.6487085966775503
163,1.7985289230061532,1.6588868207979708,1.7985289230061532,1.6588868207979708
164,1.9557076411960133,1.5713008931996275,1.9557076411960133,1.5713008931996275
165,1.861551016188113,1.4372347037495925,1.861551016188113,1.4372347037495925
166,1.7881593137254903,1.6588868207979708,1.7881593137254903,1.6588868207979708
167,1.3440718807304881,1.5713008931996275,1.3440718807304881,1.5713008931996275
168,1.0516609062980031,1.4372347037495925,1.0516609062980031,1.4372347037495925
169,0.9771966834649346,1.6704872800402208,0.9771966834649346,1.6704872800402208
170,1.8811722841507013,1.5800489451476794,1.8811722841507013,1.5800489451476794
171,1.7985289230061532,1.4423249979534742,1.7985289230061532,1.4423249979534742
172,2.4438708414872794,1.7714470588235294,2.4438708414872794,1.7714470588235294
173,2.380731789344951,1.6798809523809524,2.380731789344951,1.6798809523809524
174,2.326547928262214,1.3399796018814458,2.326547928262214,1.3399796018814458
175,2.5052627990657155,2.261276749566224,2.5052627990657155,2.261276749566224
176,2.8389334544628664,2.1904475412430267,2.8389334544628664,2.1904475412430267
177,2.8371316526610637,2.054082040833016,2.8371316526610637,2.054082040833016
178,2.834517273576097,2.0313187663729457,2.834517273576097,2.0313187663729457
179,2.8380265072471937,1.9651632603065723,2.8380265072471937,1.9651632603065723
180,2.4456640488089825,1.8489794767304517,2.4456640488089825,1.8489794767304517
181,2.3769881339653622,2.036863103510786,2.3769881339653622,2.036863103510786
182,2.3211102491617908,1.9651632603065723,2.3211102491617908,1.9651632603065723
183,2.506534450881301,1.8489794767304517,2.506534450881301,1.8489794767304517
184,2.782191176470588,2.041715457744869,2.782191176470588,2.041715457744869
185,2.7584819277108434,1.972879270962216,2.7584819277108434,1.972879270962216
186,2.7358837052062204,1.858657637649992,2.7358837052062204,1.858657637649992
187,2.8071463046757157,2.14856334841629,2.8071463046757157,2.14856334841629
188,2.448210738112888,2.077568393876257,2.448210738112888,2.077568393876257
189,2.376934855467113,1.7488058175301238,2.376934855467113,1.7488058175301238
190,2.3213283102270443,1.3644534412955465,2.3213283102270443,1.3644534412955465
191,2.5074058346387083,1.2539379011792804,2.5074058346387083,1.2539379011792804
192,2.43593365495425,1.1634360657133127,2.43593365495425,1.1634360657133127
193,1.7737213528921576,1.556788710907704,1.7737213528921576,1.556788710907704
194,2.554358058049333,1.495479403155565,2.554358058049333,1.495479403155565
195,2.422706889605157,1.408141368743616,2.422706889605157,1.408141368743616
196,2.3558912787454287,1.5798695730884431,2.3558912787454287,1.5798695730884431
197,2.2692059369202218,1.473965335197463,2.2692059369202218,1.473965335197463
198,2.8389334544628664,1.3762335553997196,2.8389334544628664,1.3762335553997196
199,2.8389334544628664,1.779640740136498,2.8389334544628664,1.779640740136498
200,2.8380265072471937,1.7067033756867709,2.8380265072471937,1.7067033756867709
201,2.8398527410964385,1.6416878311327892,2.8398527410964385,1.6416878311327892
202,2.4203383874467463,1.519010066238982,2.4203383874467463,1.519010066238982
203,2.3293659673659666,1.4184879832810868,2.3293659673659666,1.4184879832810868
204,2.204825454336324,1.3261658427593912,2.204825454336324,1.3261658427593912
205,2.428251921281333,1.7410494037131017,2.428251921281333,1.7410494037131017
206,2.3417029637029634,1.682074939802826,2.3417029637029634,1.682074939802826
207,2.2225881115739607,1.6128557052860164,2.2225881115739607,1.6128557052860164
208,2.4364532199826314,2.310671807747489,2.4364532199826314,2.310671807747489
209,2.3417029637029634,2.2672531675641427,2.3417029637029634,2.2672531675641427
210,2.22102555053642,2.232922149744753,2.22102555053642,2.232922149744753
211,2.4441094461094464,2.3898349797234064,2.4441094461094464,2.3898349797234064
212,2.35403235023304,1.6637445717911599,2.35403235023304,1.6637445717911599
213,2.2290067901234565,1.6052323886639677,2.2290067901234565,1.6052323886639677
214,2.5596895624486677,1.4972580001697648,2.5596895624486677,1.4972580001697648
215,2.4836271088402584,1.477131096613855,2.4836271088402584,1.477131096613855
216,2.370126167185416,1.4080811691517725,2.370126167185416,1.4080811691517725
217,1.5148779454463663,1.3149099758536555,1.5148779454463663,1.3149099758536555
218,1.4491643139469226,1.477131096613855,1.4491643139469226,1.477131096613855
219,1.1223182801917946,1.4080811691517725,1.1223182801917946,1.4080811691517725
220,1.582031791600213,1.3149099758536555,1.582031791600213,1.3149099758536555
221,1.5228506493506493,1.4871549061376648,1.5228506493506493,1.4871549061376648
222,1.2094060150375938,1.4157823886639676,1.2094060150375938,1.4157823886639676
223,2.1268947431878464,1.3197416879795396,2.1268947431878464,1.3197416879795396
224,1.4616747757073842,1.5734277504105092,1.4616747757073842,1.5734277504105092
225,1.3382676002952505,1.5014316939890713,1.3382676002952505,1.5014316939890713
226,2.1940485893416932,1.2065015223480695,2.1940485893416932,1.2065015223480695
227,1.5314629629629628,1.7459424606845513,1.5314629629629628,1.7459424606845513
228,1.4207637600494745,1.6854475568004978,1.4207637600494745,1.6854475568004978
229,1.3970456444140655,1.5964575315455267,1.3970456444140655,1.5964575315455267
230,1.3181923169666463,1.5545230494341868,1.3181923169666463,1.5545230494341868
231,1.2508105080497445,1.4944907885510297,1.2508105080497445,1.4944907885510297
232,1.9944620655279657,1.4191943736507902,1.9944620655279657,1.4191943736507902
233,1.91601379004662,1.5593289855072463,1.91601379004662,1.5593289855072463
234,1.8503747730530342,1.4944907885510297,1.8503747730530342,1.4944907885510297
235,1.335673922062118,1.4191943736507902,1.335673922062118,1.4191943736507902
236,1.2833472918131232,1.5636827559954318,1.2833472918131232,1.5636827559954318
237,1.2090247481718197,1.501448343079922,1.2090247481718197,1.501448343079922
238,1.432318286552157,1.4278648541999892,1.432318286552157,1.4278648541999892
239,1.30213895173454,1.6550380952380952,1.30213895173454,1.6550380952380952
240,1.203075986530862,1.592762789182144,1.203075986530862,1.592762789182144
241,1.4225996745541338,1.3083847738938217,1.4225996745541338,1.3083847738938217
242,1.3548974958723172,1.212560454002389,1.3548974958723172,1.212560454002389
243,1.2358325211176089,1.132170259408111,1.2358325211176089,1.132170259408111
244,1.7323182865521574,1.0638071046942017,1.7323182865521574,1.0638071046942017
245,1.6657358184360331,1.2644473237558342,1.6657358184360331,1.2644473237558342
246,1.4058679927667268,1.2086533632879608,1.4058679927667268,1.2086533632879608
247,1.9256595505617982,1.1414345238095238,1.9256595505617982,1.1414345238095238
248,1.841775280380593,1.4266346998623494,1.841775280380593,1.4266346998623494
249,1.7667604513682449,1.351942010148552,1.7667604513682449,1.351942010148552
250,1.904580394234254,1.2760320887048997,1.904580394234254,1.2760320887048997
251,1.823344368684794,1.4865523388465636,1.823344368684794,1.4865523388465636
252,1.7585382840339736,1.4191728161283854,1.7585382840339736,1.4191728161283854
253,1.2936839497582562,1.3585286822121927,1.2936839497582562,1.3585286822121927
254,1.0140487686021666,1.3861917486307729,1.0140487686021666,1.3861917486307729
255,0.9457726601516075,1.31036694853325,0.9457726601516075,1.31036694853325
256,1.8406313773835676,1.2409395478374836,1.8406313773835676,1.2409395478374836
257,1.7667604513682449,1.4500517892993243,1.7667604513682449,1.4500517892993243
258,2.7903234265734262,1.3963598563346682,2.7903234265734262,1.3963598563346682
259,2.7144705362129957,1.3312339922912988,2.7144705362129957,1.3312339922912988
260,2.6516644741717927,2.5058357932473205,2.6516644741717927,2.5058357932473205
261,2.8668688811188807,2.452594575448725,2.8668688811188807,2.452594575448725
262,3.3408207070707063,2.4114842680346205,3.3408207070707063,2.4114842680346205
263,3.338559286898839,2.597642572944297,3.338559286898839,2.597642572944297
264,3.335290957015409,1.8246059335873708,3.335290957015409,1.8246059335873708
265,3.3396814954051792,1.7500977418267607,3.3396814954051792,1.7500977418267607
266,2.7923223920863314,1.6105639675224928,2.7923223920863314,1.6105639675224928
267,2.70936013986014,1.5817213182027552,2.70936013986014,1.5817213182027552
268,2.6440366502866497,1.4994558813616448,2.6440366502866497,1.4994558813616448
269,2.868586601307189,1.3853985910270672,2.868586601307189,1.3853985910270672
270,3.2919444444444435,1.5817213182027552,3.2919444444444435,1.5817213182027552
271,3.2711257309941515,1.4994558813616448,3.2711257309941515,1.4994558813616448
272,3.2506378340365685,1.3853985910270672,3.2506378340365685,1.3853985910270672
273,3.31297152194211,1.5940583145397516,3.31297152194211,1.5940583145397516
274,2.7954963235294112,1.5086832786219189,2.7954963235294112,1.5086832786219189
275,2.709486743938183,1.3910092328080943,2.709486743938183,1.3910092328080943
276,2.6446940803235246,1.7037981873627193,2.6446940803235246,1.7037981873627193
277,2.8696759259259257,1.6171399373573287,2.8696759259259257,1.6171399373573287
278,2.7485102800425376,1.2955286738351253,2.7485102800425376,1.2955286738351253
279,2.168888535031847,2.0004434661723822,2.168888535031847,2.0004434661723822
280,2.930375939849624,1.9251708525392737,2.930375939849624,1.9251708525392737
281,2.785444514501892,1.8105472222222219,2.785444514501892,1.8105472222222219
282,2.7118576438387407,1.7516707388996546,2.7118576438387407,1.7516707388996546
283,2.615736973116495,1.6834483645009959,2.615736973116495,1.6834483645009959
284,3.3408207070707063,1.5923926767676766,3.3408207070707063,1.5923926767676766
285,3.3408207070707063,1.7575588507877664,3.3408207070707063,1.7575588507877664
286,3.3396814954051792,1.6834483645009959,3.3396814954051792,1.6834483645009959
287,3.341977311280746,1.5923926767676766,3.341977311280746,1.5923926767676766
288,2.623844224989265,1.762909517503455,2.623844224989265,1.762909517503455
289,2.4734332077658645,1.6917513002396718,2.4734332077658645,1.6917513002396718
290,2.3116353270105803,1.6025236928104576,2.3116353270105803,1.6025236928104576
291,2.6341544290708985,1.8789142712788036,2.6341544290708985,1.8789142712788036
292,2.488987394957983,1.8045047175047173,2.488987394957983,1.8045047175047173
293,2.333070223893753,1.4993551587301586,2.333070223893753,1.4993551587301586
294,2.6448942249892657,1.2995631108562145,2.6448942249892657,1.2995631108562145
295,2.488987394957983,1.202622136033901,2.488987394957983,1.202622136033901
296,2.331141118516372,1.121704037800687,2.331141118516372,1.121704037800687
297,2.655033168271934,1.4023544861475898,2.655033168271934,1.4023544861475898
298,2.504680572938395,1.339793853205618,2.504680572938395,1.339793853205618
299,2.340809830781628,1.2624565280657718,2.340809830781628,1.2624565280657718
300,2.8141856300562185,1.5164859241881712,2.8141856300562185,1.5164859241881712
301,2.6778862663568543,1.4241171057075313,2.6778862663568543,1.4241171057075313
302,2.521074809541651,1.3357175185925183,2.521074809541651,1.3357175185925183
303,1.6243186357734942,1.626713196915444,1.6243186357734942,1.626713196915444
304,1.5389948051948052,1.5521060062995546,1.5389948051948052,1.5521060062995546
305,1.1918548998696532,1.4864844093104963,1.1918548998696532,1.4864844093104963
306,1.7656951539921175,1.4650905982905982,1.7656951539921175,1.4650905982905982
307,1.7015134865134864,1.374793564128376,1.7015134865134864,1.374793564128376
308,1.3624119164907342,1.2923005565862709,1.3624119164907342,1.2923005565862709
309,2.2390134525700813,1.5870669552669552,2.2390134525700813,1.5870669552669552
310,1.553921473915326,1.5268311816832352,1.553921473915326,1.5268311816832352
311,1.4081763285024151,1.4570216450216449,1.4081763285024151,1.4570216450216449
312,2.380389970788705,3.966103896103896,2.380389970788705,3.966103896103896
313,1.711764109325085,3.920176623376624,1.711764109325085,3.920176623376624
314,1.5753906142167011,3.884090909090909,1.5753906142167011,3.884090909090909
315,1.4544001510411049,4.922989544568492,1.4544001510411049,4.922989544568492
316,1.362331556478597,2.1350420531849097,1.362331556478597,2.1350420531849097
317,1.2856374229691876,1.9753016890516888,1.2856374229691876,1.9753016890516888
318,2.0491267529416195,1.7302172464684795,2.0491267529416195,1.7302172464684795
319,1.9583006123997808,1.93456586270872,1.9583006123997808,1.93456586270872
320,1.8840325203252035,1.7648016890516889,1.8840325203252035,1.7648016890516889
321,1.37787318896232,1.5370046860820064,1.37787318896232,1.5370046860820064
322,1.3175010573218615,1.93456586270872,1.3175010573218615,1.93456586270872
323,1.2363498777437396,1.7648016890516889,1.2363498777437396,1.7648016890516889
324,1.747685366636773,1.5370046860820064,1.747685366636773,1.5370046860820064
325,1.5880808763481735,1.9451793080868711,1.5880808763481735,1.9451793080868711
326,1.4858286933192593,1.7728978428978426,1.4858286933192593,1.7728978428978426
327,1.7436512186666984,1.5330254901960785,1.7436512186666984,1.5330254901960785
328,1.6456882076774368,1.9904660894660893,1.6456882076774368,1.9904660894660893
329,1.5223234065089484,1.790635593220339,1.5223234065089484,1.790635593220339
330,2.047685366636773,1.4871440191728162,2.047685366636773,1.4871440191728162
331,1.9523338554037155,2.342090909090909,1.9523338554037155,2.342090909090909
332,1.6890831656606309,2.1948167465957225,1.6890831656606309,2.1948167465957225
333,1.9933734247265091,1.9779403289557564,1.9933734247265091,1.9779403289557564
334,1.8929379084967315,2.1365322236449,1.8929379084967315,2.1365322236449
335,1.8070873830646128,1.9911583943659417,1.8070873830646128,1.9911583943659417
336,1.968282797449464,1.7902805049088355,1.968282797449464,1.7902805049088355
337,1.8716722455689907,2.141614718614719,1.8716722455689907,2.141614718614719
338,1.7965520066847556,1.9911583943659417,1.7965520066847556,1.9911583943659417
339,1.3553559186005386,1.7902805049088355,1.3553559186005386,1.7902805049088355
340,1.060656333696286,2.1383411309187705,1.060656333696286,2.1383411309187705
341,0.9843293141246476,1.99206525776146,0.9843293141246476,1.99206525776146
342,1.8915699194406441,1.7993342683496958,1.8915699194406441,1.7993342683496958
343,1.8070873830646128,2.189011544011544,1.8070873830646128,2.189011544011544
344,2.3182314380107805,2.0455286971093423,2.3182314380107805,2.0455286971093423
345,2.2520442140892745,1.7378278150273032,2.2520442140892745,1.7378278150273032
346,2.195588275391956,1.6764351471313497,2.195588275391956,1.6764351471313497
347,2.3834567901234567,1.4739666666666664,2.3834567901234567,1.4739666666666664
348,2.750326219512196,1.3157744719509423,2.750326219512196,1.3157744719509423
349,2.748856927710844,1.7798074644691844,2.748856927710844,1.7798074644691844
350,2.7467181952662725,1.642545977011494,2.7467181952662725,1.642545977011494
351,2.749587121212121,1.4782498308221352,2.749587121212121,1.4782498308221352
352,2.3220460208492253,1.7696787878787876,2.3220460208492253,1.7696787878787876
353,2.2504621848739497,1.5885478991596638,2.2504621848739497,1.5885478991596638
354,2.1929957264957265,1.410982142857143,2.1929957264957265,1.410982142857143
355,2.386183212267958,1.9065126436781608,2.386183212267958,1.9065126436781608
356,2.7010701871657754,1.7372178876362092,2.7010701871657754,1.7372178876362092
357,2.68026510989011,1.5865285235841111,2.68026510989011,1.5865285235841111
358,2.660375,1.682369106699752,2.660375,1.682369106699752
359,2.722904069767442,1.505102258852259,2.722904069767442,1.505102258852259
360,2.3241345755693583,1.3516239350601262,2.3241345755693583,1.3516239350601262
361,2.249679994560044,1.812567098363261,2.249679994560044,1.812567098363261
362,2.1922444155280854,1.6909260136415305,2.1922444155280854,1.6909260136415305
363,2.3868960722622554,1.5367377933252615,2.3868960722622554,1.5367377933252615
364,2.36666596915446,2.5235,2.36666596915446,2.5235
365,1.673592833092833,2.4915702247191014,1.673592833092833,2.4915702247191014
366,2.436815894797027,2.465505102040816,2.436815894797027,2.465505102040816
367,2.304242886380141,2.8373451607078364,2.304242886380141,2.8373451607078364
368,2.236825211176088,1.6303429072178168,2.236825211176088,1.6303429072178168
369,2.148848599742351,1.5222958117151666,2.148848599742351,1.5222958117151666
370,2.750326219512196,1.3504777006108273,2.750326219512196,1.3504777006108273
371,2.750326219512196,1.5029215997117638,2.750326219512196,1.5029215997117638
372,2.749587121212121,1.3835998611317764,2.749587121212121,1.3835998611317764
373,2.7510743865030682,1.2173089991679862,2.7510743865030682,1.2173089991679862
374,2.3414169429471627,1.5029215997117638,2.3414169429471627,1.5029215997117638
375,2.2590370062753777,1.3835998611317764,2.2590370062753777,1.3835998611317764
